tile_id,sheet,row,col,x,y,w,h,cv_label,cv_tags,coverage,bbox,thumbnail
autotile_02_21,autotile,2,21,336,32,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.949,"0,0,16,16",thumbs/autotile_02_21.png
autotile_02_22,autotile,2,22,352,32,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.949,"0,0,16,16",thumbs/autotile_02_22.png
autotile_03_00,autotile,3,0,0,48,16,16,autotile wall/room edge variant,autotile;dense;diagonal;edge-touching;centered;wall,0.695,"0,0,16,15",thumbs/autotile_03_00.png
autotile_03_01,autotile,3,1,16,48,16,16,autotile wall/room edge variant,autotile;dense;diagonal;edge-touching;centered;wall,0.688,"0,0,16,15",thumbs/autotile_03_01.png
autotile_03_02,autotile,3,2,32,48,16,16,autotile wall/room edge variant,autotile;dense;diagonal;edge-touching;centered;wall,0.695,"0,0,16,15",thumbs/autotile_03_02.png
autotile_03_03,autotile,3,3,48,48,16,16,autotile wall/room edge variant,autotile;dense;diagonal;edge-touching;centered;wall,0.703,"0,0,16,15",thumbs/autotile_03_03.png
autotile_03_04,autotile,3,4,64,48,16,16,autotile wall/room edge variant,autotile;dense;diagonal;edge-touching;centered;wall,0.648,"0,0,16,15",thumbs/autotile_03_04.png
autotile_03_05,autotile,3,5,80,48,16,16,autotile wall/room edge variant,autotile;medium;diagonal;edge-touching;centered;wall,0.594,"0,0,16,15",thumbs/autotile_03_05.png
autotile_03_06,autotile,3,6,96,48,16,16,autotile wall/room edge variant,autotile;medium;diagonal;edge-touching;centered;wall,0.594,"0,0,16,15",thumbs/autotile_03_06.png
autotile_03_07,autotile,3,7,112,48,16,16,autotile wall/room edge variant,autotile;dense;diagonal;edge-touching;centered;wall,0.648,"0,0,16,15",thumbs/autotile_03_07.png
autotile_03_08,autotile,3,8,128,48,16,16,autotile wall/room edge variant,autotile;dense;diagonal;edge-touching;centered;wall,0.625,"0,0,16,15",thumbs/autotile_03_08.png
autotile_03_09,autotile,3,9,144,48,16,16,autotile wall/room edge variant,autotile;medium;edge-touching;wall,0.281,"0,0,16,16",thumbs/autotile_03_09.png
autotile_03_10,autotile,3,10,160,48,16,16,autotile wall/room edge variant,autotile;medium;edge-touching;wall,0.281,"0,0,16,16",thumbs/autotile_03_10.png
autotile_03_12,autotile,3,12,192,48,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.816,"0,0,16,16",thumbs/autotile_03_12.png
autotile_03_13,autotile,3,13,208,48,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.879,"0,0,16,16",thumbs/autotile_03_13.png
autotile_03_14,autotile,3,14,224,48,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.855,"0,0,16,16",thumbs/autotile_03_14.png
autotile_03_15,autotile,3,15,240,48,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.742,"1,0,16,16",thumbs/autotile_03_15.png
autotile_03_16,autotile,3,16,256,48,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.875,"0,0,16,16",thumbs/autotile_03_16.png
autotile_03_17,autotile,3,17,272,48,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.91,"0,0,16,16",thumbs/autotile_03_17.png
autotile_03_18,autotile,3,18,288,48,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.895,"0,0,16,16",thumbs/autotile_03_18.png
autotile_03_19,autotile,3,19,304,48,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.836,"0,0,16,16",thumbs/autotile_03_19.png
autotile_03_20,autotile,3,20,320,48,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.949,"0,0,16,16",thumbs/autotile_03_20.png
autotile_03_21,autotile,3,21,336,48,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.949,"0,0,16,16",thumbs/autotile_03_21.png
autotile_03_22,autotile,3,22,352,48,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.949,"0,0,16,16",thumbs/autotile_03_22.png
autotile_04_04,autotile,4,4,64,64,16,16,autotile wall/room edge variant,autotile;medium;diagonal;edge-touching;wall,0.344,"0,0,16,16",thumbs/autotile_04_04.png
autotile_04_05,autotile,4,5,80,64,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.156,"12,0,16,16",thumbs/autotile_04_05.png
autotile_04_06,autotile,4,6,96,64,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.156,"0,0,4,16",thumbs/autotile_04_06.png
autotile_04_07,autotile,4,7,112,64,16,16,autotile wall/room edge variant,autotile;medium;diagonal;edge-touching;wall,0.344,"0,0,16,16",thumbs/autotile_04_07.png
autotile_04_08,autotile,4,8,128,64,16,16,autotile wall/room edge variant,autotile;medium;diagonal;edge-touching;wall,0.312,"0,0,16,16",thumbs/autotile_04_08.png
autotile_04_16,autotile,4,16,256,64,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.789,"1,0,16,16",thumbs/autotile_04_16.png
autotile_04_17,autotile,4,17,272,64,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.953,"0,0,16,16",thumbs/autotile_04_17.png
autotile_04_18,autotile,4,18,288,64,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.953,"0,0,16,16",thumbs/autotile_04_18.png
autotile_04_19,autotile,4,19,304,64,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.848,"0,0,16,16",thumbs/autotile_04_19.png
autotile_04_20,autotile,4,20,320,64,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.941,"0,0,16,16",thumbs/autotile_04_20.png
autotile_06_00,autotile,6,0,0,96,16,16,autotile cave wall / cliff edge variant,autotile;medium;diagonal;edge-touching;centered;wall,0.312,"0,0,16,16",thumbs/autotile_06_00.png
autotile_06_01,autotile,6,1,16,96,16,16,autotile cave wall / cliff edge variant,autotile;medium;diagonal;edge-touching;centered;wall,0.312,"0,0,16,10",thumbs/autotile_06_01.png
autotile_06_02,autotile,6,2,32,96,16,16,autotile cave wall / cliff edge variant,autotile;medium;diagonal;edge-touching;wall,0.344,"0,0,16,16",thumbs/autotile_06_02.png
autotile_06_03,autotile,6,3,48,96,16,16,autotile cave wall / cliff edge variant,autotile;medium;diagonal;edge-touching;wall,0.41,"0,0,16,16",thumbs/autotile_06_03.png
autotile_06_04,autotile,6,4,64,96,16,16,autotile cave wall / cliff edge variant,autotile;medium;diagonal;edge-touching;centered;wall,0.316,"1,0,16,16",thumbs/autotile_06_04.png
autotile_06_05,autotile,6,5,80,96,16,16,autotile cave wall / cliff edge variant,autotile;medium;diagonal;edge-touching;wall,0.332,"0,0,16,16",thumbs/autotile_06_05.png
autotile_06_06,autotile,6,6,96,96,16,16,autotile cave wall / cliff edge variant,autotile;medium;diagonal;edge-touching;centered;wall,0.332,"0,0,16,16",thumbs/autotile_06_06.png
autotile_06_07,autotile,6,7,112,96,16,16,autotile cave wall / cliff edge variant,autotile;medium;diagonal;edge-touching;wall,0.344,"0,0,16,16",thumbs/autotile_06_07.png
autotile_06_08,autotile,6,8,128,96,16,16,autotile cave wall / cliff edge variant,autotile;medium;diagonal;edge-touching;wall,0.352,"0,0,16,16",thumbs/autotile_06_08.png
autotile_06_09,autotile,6,9,144,96,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.074,"0,0,16,16",thumbs/autotile_06_09.png
autotile_07_00,autotile,7,0,0,112,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.125,"1,0,7,16",thumbs/autotile_07_00.png
autotile_07_02,autotile,7,2,32,112,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.125,"10,0,16,16",thumbs/autotile_07_02.png
autotile_07_03,autotile,7,3,48,112,16,16,autotile cave wall / cliff edge variant,autotile;sparse;diagonal;edge-touching;wall,0.25,"0,0,15,16",thumbs/autotile_07_03.png
autotile_07_04,autotile,7,4,64,112,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.145,"1,0,16,16",thumbs/autotile_07_04.png
autotile_07_05,autotile,7,5,80,112,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.02,"12,14,16,16",thumbs/autotile_07_05.png
autotile_07_06,autotile,7,6,96,112,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.02,"0,14,4,16",thumbs/autotile_07_06.png
autotile_07_07,autotile,7,7,112,112,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.148,"0,0,15,16",thumbs/autotile_07_07.png
autotile_07_08,autotile,7,8,128,112,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.039,"0,14,16,16",thumbs/autotile_07_08.png
autotile_07_09,autotile,7,9,144,112,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.074,"0,0,16,16",thumbs/autotile_07_09.png
autotile_08_00,autotile,8,0,0,128,16,16,autotile cave wall / cliff edge variant,autotile;sparse;edge-touching;wall,0.16,"0,0,16,16",thumbs/autotile_08_00.png
autotile_08_01,autotile,8,1,16,128,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.062,"0,12,16,16",thumbs/autotile_08_01.png
autotile_08_02,autotile,8,2,32,128,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.168,"0,0,16,16",thumbs/autotile_08_02.png
autotile_08_03,autotile,8,3,48,128,16,16,autotile cave wall / cliff edge variant,autotile;sparse;edge-touching;wall,0.266,"1,0,16,16",thumbs/autotile_08_03.png
autotile_08_04,autotile,8,4,64,128,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.18,"2,0,16,16",thumbs/autotile_08_04.png
autotile_08_05,autotile,8,5,80,128,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.055,"12,0,16,6",thumbs/autotile_08_05.png
autotile_08_06,autotile,8,6,96,128,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.055,"0,0,4,6",thumbs/autotile_08_06.png
autotile_08_07,autotile,8,7,112,128,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.18,"0,0,15,16",thumbs/autotile_08_07.png
autotile_08_08,autotile,8,8,128,128,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.109,"0,0,16,6",thumbs/autotile_08_08.png
autotile_08_09,autotile,8,9,144,128,16,16,autotile cave wall / cliff edge variant,autotile;sparse;edge-touching;wall,0.129,"0,0,16,16",thumbs/autotile_08_09.png
autotile_08_10,autotile,8,10,160,128,16,16,autotile cave wall / cliff edge variant,autotile;sparse;edge-touching;wall,0.129,"0,0,16,16",thumbs/autotile_08_10.png
autotile_09_00,autotile,9,0,0,144,16,16,autotile cave wall / cliff edge variant,autotile;medium;diagonal;edge-touching;wall,0.359,"0,1,16,16",thumbs/autotile_09_00.png
autotile_09_01,autotile,9,1,16,144,16,16,autotile cave wall / cliff edge variant,autotile;medium;diagonal;edge-touching;wall,0.375,"0,0,16,15",thumbs/autotile_09_01.png
autotile_09_02,autotile,9,2,32,144,16,16,autotile cave wall / cliff edge variant,autotile;medium;diagonal;edge-touching;wall,0.387,"0,0,16,15",thumbs/autotile_09_02.png
autotile_09_03,autotile,9,3,48,144,16,16,autotile cave wall / cliff edge variant,autotile;medium;edge-touching;wall,0.363,"0,0,15,16",thumbs/autotile_09_03.png
autotile_09_04,autotile,9,4,64,144,16,16,autotile cave wall / cliff edge variant,autotile;sparse;edge-touching;wall,0.215,"1,0,16,16",thumbs/autotile_09_04.png
autotile_09_05,autotile,9,5,80,144,16,16,autotile cave wall / cliff edge variant,autotile;sparse;edge-touching;wall,0.117,"0,0,16,16",thumbs/autotile_09_05.png
autotile_09_06,autotile,9,6,96,144,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.117,"0,0,16,16",thumbs/autotile_09_06.png
autotile_09_07,autotile,9,7,112,144,16,16,autotile cave wall / cliff edge variant,autotile;sparse;edge-touching;wall,0.215,"0,0,16,16",thumbs/autotile_09_07.png
autotile_09_08,autotile,9,8,128,144,16,16,autotile cave wall / cliff edge variant,autotile;sparse;edge-touching;wall,0.172,"0,0,16,16",thumbs/autotile_09_08.png
autotile_09_09,autotile,9,9,144,144,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.094,"0,0,16,16",thumbs/autotile_09_09.png
autotile_09_10,autotile,9,10,160,144,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.09,"0,0,16,16",thumbs/autotile_09_10.png
autotile_10_04,autotile,10,4,64,160,16,16,autotile cave wall / cliff edge variant,autotile;sparse;edge-touching;wall,0.199,"1,0,16,16",thumbs/autotile_10_04.png
autotile_10_05,autotile,10,5,80,160,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.074,"12,0,16,16",thumbs/autotile_10_05.png
autotile_10_06,autotile,10,6,96,160,16,16,autotile cave wall / cliff edge variant,autotile;sparse;wall,0.074,"0,0,4,16",thumbs/autotile_10_06.png
autotile_10_07,autotile,10,7,112,160,16,16,autotile cave wall / cliff edge variant,autotile;sparse;edge-touching;wall,0.199,"0,0,15,16",thumbs/autotile_10_07.png
autotile_10_08,autotile,10,8,128,160,16,16,autotile cave wall / cliff edge variant,autotile;sparse;edge-touching;wall,0.148,"0,0,16,16",thumbs/autotile_10_08.png
